# Present_dist_to_MW Present_dist_to_Sun Time Init_Time Gal_long Gal_lat x y z vx vy vz Init_x Init_y Init_z Init_vel_mag Init_vx Init_vy Init_vz
37.547561564095716 39.36108351295212 13800.0 11536.266138160428 71.2498596378345 -4.319252429414938 12.616362943315876 37.166307603809706 -2.9644325755722782 0.21945949505341716 -0.6354333774218939 0.16356186637996667 2.124395373663428 0.5773422851146867 0.8136464351008074 0.8253737005728926 -0.8066464638938093 0.06169320815857135 0.16357620839262507
41.019059684360215 46.507110813735366 13800.0 10677.48458472005 -16.28965038892955 41.457220088528636 33.45555554973137 -9.776529434041334 30.790528272915736 0.14552402557735689 -0.6262805498811261 0.03039949986880027 0.807040081716707 0.7426986791479963 0.4937496057863236 0.8314936573149092 -0.8179127834235267 0.08321821505597088 0.12439899336490177
47.796098792816814 52.504209320449746 13800.0 10513.532108525076 -46.651657264979136 23.86619694826641 32.958849597704116 -34.91601067054551 21.24331491118732 0.10200869306684214 -0.4549204554148292 0.3012483175798285 1.9036481434696508 0.7481556566077832 -2.8164477759458935 0.7661233657956493 -0.7002799748608448 0.06036697612387255 -0.30480944312899605
49.7199049377113 45.06602865666509 13800.0 10819.941258577397 -137.09732431398126 46.126413276259676 -22.87917404440012 -21.26263167730633 32.486779281495664 0.2605588970224514 -0.5293591690445103 0.09363036781576044 -1.748045170389033 3.115608387208382 0.07049241245784024 0.7684044554665301 -0.7393314214719254 0.20766738945435065 0.026621640864750714
45.51471543979946 47.718300131680216 13800.0 11761.34442163283 -47.88612697790956 -58.64825930473554 16.649395595210528 -18.417284603985408 -40.75091927290841 0.24566178680617756 -0.6306086218063504 0.22807178888588045 -0.9131337835400322 0.40405964912086745 -1.7405170103150018 0.8558630186030962 -0.8388637496441894 0.01824912440206808 -0.16874858696846104
33.11093463369682 39.35357713316313 13800.0 10894.347368665429 -20.706035306540137 30.416605318069184 31.745111038508064 -11.999299376242844 19.92407520583857 0.11569804027063153 -0.6652657603367309 0.05760431323612393 0.9848310249725972 -1.1848991828538802 -0.2603662895439676 0.8280557330880419 -0.8072600335840509 -0.1844066776945606 -0.0013086250441288524
40.26870091883437 36.58239177737014 13800.0 10911.159137517554 114.60879951452775 29.71707851715298 -13.23018266894034 28.885503718781358 18.134534171346584 0.21071332179560065 -0.5757387186795531 0.11999397921315658 5.423531022458716 -1.8744633860956492 -3.3774511688792264 0.6871401612178357 -0.6073735652953965 -0.16247966671193864 -0.27723511906684795
46.25595772102468 40.7164870165291 13800.0 11303.383382623766 128.76060044342262 -5.714447492909521 -25.364600352358615 31.591661735515363 -4.054167327711883 0.21923711525003187 -0.5834922475420217 0.148979345203357 -1.0073987655244665 -1.4850572971350897 -1.020229457890039 0.8203536460825461 -0.8130336263579846 -0.08925736339140301 -0.06316288572039351
32.47894492029704 34.26768530230837 13800.0 11242.295975310299 69.87505740997624 -15.002399436995978 11.388553357808192 31.078755747170685 -8.870515746116588 0.20197571772598844 -0.6166423815165443 0.16227785827529992 2.753756447472886 0.023506849932515905 0.10693386359008394 0.8004763399336454 -0.7981868403358673 -0.040708456286420336 0.044754444416015775
28.980806032340613 30.581831287939174 13800.0 11459.662819468507 -36.70982525298887 -66.13435575573685 9.919265655258812 -7.39623912505653 -27.966984474364793 0.23034970157168033 -0.6052524558261381 0.23661627114337422 -0.010233823478704019 -2.500645652151071 -1.2865147687687697 0.811995632502548 -0.7821264788752136 -0.1770669123786053 -0.12752406355735524
43.57848396986547 40.39634391659189 13800.0 11000.933844744613 107.65526249876086 1.5627458031854358 -12.247214427901863 38.479301584008766 1.101676082822662 0.20400414690296487 -0.5722347596989166 0.1309288094230088 0.1278401978629268 1.042555474402293 1.1638111563756472 0.8241098845333379 -0.8044897195380741 0.10937494430604067 0.1413878159572207
38.72282833057724 42.81399030408097 13800.0 11115.011419801358 39.609575282437966 42.075431079330194 24.48294876727092 20.260949419748115 28.690014186603925 0.18859359074781085 -0.6299775291288606 0.0991362389879481 1.2431092957551415 1.2855615312432518 1.9886859103386898 0.8022500037945178 -0.7554221210075398 0.1026029899888597 0.24983017056816764
48.72992509432319 49.322368031067775 13800.0 11127.015864988947 -74.18045134939673 55.37201894862125 7.640459710464414 -26.965691898596422 40.58535233350621 0.27880048096019294 -0.570907236768057 0.06117848718286467 0.8181151060577936 5.045222071794631 -1.0822265316879685 0.7361466854147134 -0.6857939210182289 0.26722265990657723 -0.01380906854085624
22.396608637007027 23.99501737423399 13800.0 11109.288917898793 -16.883958140060173 -67.94227054562724 8.622679173194065 -2.6171334039168044 -22.23872468043208 0.2207646582976603 -0.5867421774225493 0.23415054082362005 0.3200384172292206 -0.06034298691973124 2.374684984255655 0.8086585286307579 -0.7888794253096901 -0.008995206081092 0.17753015101067776
29.842320489552773 36.30344757892158 13800.0 10847.419146167214 -4.806984284542137 -33.35403142721789 30.21721973804556 -2.541120289017316 -19.96002617971533 0.14851520448810335 -0.5794760231233237 0.2311267863097612 1.0940379399315576 1.5325607060399076 -1.2088562494274444 0.8069768169577334 -0.7750797658519001 0.1399196074848385 -0.17574254782347792
30.957515035485912 24.723433832848432 13800.0 11609.004670291824 -141.08751190286807 27.055736705976635 -17.13219707430045 -13.830106756022028 11.245628084353473 0.306595023348589 -0.6147032757978802 0.1601316626380817 1.3867617725190404 -0.07707412184074042 -0.401903480535064 0.8582025736043232 -0.8550156876502569 0.04382376587711404 -0.059492089872435344
