# Present_dist_to_MW[kpc] Present_dist_to_Sun[kpc] Time[Myr] Init_Time[Myr] Gal_long[deg] Gal_lat[deg] Right_asc[hms] Decl[dms] Vel_mag[kpc/Myr] vx[kpc/Myr] vy[kpc/Myr] vz[kpc/Myr] Init_x[kpc] Init_y[kpc] Init_z[kpc] Init_vel_mag[kpc/Myr] Init_vx[kpc/Myr] Init_vy[kpc/Myr] Init_vz[kpc/Myr]
14.440645047937712 18.18885777663637 13800.0 11238.58494486475 46.24532895631486 -23.14615799597773 20h37m29.4468s +00d31m39.7204s 0.7822422164695263 0.2392101986908865 -0.7102770203661315 0.2240266064761815 6.11389755268285 4.772444009955547 0.46881406235025685 0.585566745942145 -0.5266193254369872 0.25505892533272456 0.0224820959361175
22.90748949874702 28.73723651118845 13800.0 11447.877462332572 -33.648090432768235 19.888749310302565 14h44m21.1029s -37d47m40.8772s 0.7992964827007462 0.08739521651947167 -0.7870760305496982 0.10838941609506597 -4.396089582982528 -1.6724732531129725 -0.20211606397726417 0.6567952097485001 -0.6548957459299724 -0.04987257691819448 0.00205805319176182
18.9938331763358 25.31514268550294 13800.0 10682.033107749843 -30.282456362582824 13.986979951401953 15h13m57.7842s -41d21m18.2315s 0.6404198563568174 0.4490994737832082 -0.44990657821538704 0.0776616117670372 2.119409424092396 -3.8949383351917377 -0.3820494316894297 0.6277372128907849 -0.5839232867679878 -0.22901495880711348 -0.025293324426356963
4.326494071522073 9.554479821117747 13800.0 10876.647609466627 -25.34865137842393 9.102517835838993 15h50m24.9831s -42d29m01.8056s 0.8205657678050912 0.5163806798345215 -0.5951062860149099 0.22918918197143665 3.0351417734677844 1.3400033902600283 -1.3244385600260817 0.6530473786179157 -0.6050192312705123 0.17912389062247777 -0.16833668738821125
21.091331139125426 25.120248938480668 13800.0 10709.806448868754 50.86831235820264 -12.59914896493153 20h09m57.5751s +09d40m21.4605s 0.717198538303729 0.18909736939051314 -0.6674192594046222 0.18211935759380177 2.831716561319983 0.16155056156714553 0.028023411319623676 0.6650309160449344 -0.6648902121836222 0.003820122933768754 0.013135132232041215
12.526193217992333 19.076867780810105 13800.0 10434.187003191777 -28.290859911516495 4.534596034636437 15h54m07.4058s -47d51m58.4326s 0.7213670300490214 0.07355998003466582 -0.59598204630176 0.39970579413490126 -0.99772557698851 -1.5352288184616494 -3.917751843892033 0.6237432618069593 -0.5966328824137428 -0.06735431974258792 -0.1689622913086442
13.909834702899952 16.266725923856512 13800.0 11502.919590785328 -22.737853101330813 55.77830434630364 14h05m27.3562s -02d04m48.3814s 0.8127082771498825 0.34511280664212807 -0.7340473751377941 0.05065911065976214 1.3860851193622383 -0.45330212080972576 -0.6732558912933327 0.7287501254568628 -0.7249524404379603 -0.04353992979405673 -0.060207798248795075
21.45307635665127 22.66599336625261 13800.0 10391.460228939772 -29.59942957620533 68.06906526836576 13h31m27.0929s +07d21m26.9345s 0.6944565858030554 0.290834885112548 -0.630621874606399 0.001034618151100509 0.12614024484143266 0.2762724187365026 0.21642045695590598 0.7075385359712555 -0.7036223139084569 0.04939244761190879 0.05555902602963192
17.52429983953077 21.210369266292908 13800.0 10676.92070533042 24.157164322431893 48.52170408820102 15h41m40.6321s +14d34m41.6935s 0.745246445157762 0.22318622440993197 -0.7093546697781116 0.048950237158841226 -4.151667905164664 -2.646041348683361 1.033929906886466 0.6133017663517863 -0.6073318552577031 -0.0714458115714936 0.04671798591921784
25.816760414797866 22.488966196800824 13800.0 11466.944064238683 111.22023971593367 45.1737182146036 14h28m45.8089s +69d40m37.0371s 0.7492216329135063 0.28600328606059744 -0.6782001663276972 0.1399275168835802 -0.9324310715178022 0.08037244941031545 -0.8017572630649308 0.7303891137996673 -0.7296553749547746 0.017081109791532646 -0.02792001155014276
23.214081397696468 21.595993026631096 13800.0 11413.735050644073 91.74788984616501 58.57285461854673 14h35m02.0686s +51d49m18.8999s 0.7558357535178919 0.28756932770453264 -0.6882547475943477 0.12205314610186574 -3.9576800241474186 0.7507318792444122 -2.7247179803182053 0.6471642973837458 -0.644962424915208 0.02615432245451035 -0.04648709146244139
14.059708952227814 22.23134626123064 13800.0 11726.523947112964 1.8569542279431306 0.22742998337824322 17h49m05.9098s -27d13m47.6281s 0.8513715493300388 0.17195218820003022 -0.7951592872708537 0.2509734405246101 0.1543292944095213 1.9252019581284459 0.11081731959333405 0.738617315021474 -0.7302168638262101 0.1108556127452538 0.0070642024475382455
19.663394288795224 12.735588070403855 13800.0 11077.72493472724 -139.36687665705713 4.668698276467082 07h22m11.5496s -04d41m21.9127s 0.7099602921222286 0.3504760166966438 -0.5916085604342401 0.17666207666519737 -2.2637698869238414 2.022312684077499 -0.09145368732557811 0.6733088367972941 -0.6645944093417057 0.1076816555859234 -0.007982595527099337
21.97549168715055 14.27202982135724 13800.0 11135.243596260978 162.3762752259506 17.372217480967823 06h24m58.2518s +52d22m50.0021s 0.7192637615528917 0.31067546171608973 -0.6295742690682853 0.15638847750983423 3.256060510385753 -0.5126019021599569 -0.3203173106214411 0.6678992462232067 -0.6613710464206143 -0.06867342141401367 -0.06294206267133846
23.68791771814342 31.248532206138908 13800.0 10892.826680849932 18.747313302982334 4.906821820670399 18h07m30.5224s -10d16m11.956s 0.7310116447496148 0.13644592397286992 -0.6967153031501787 0.17420769485611529 1.0094161162578337 0.2918747509953529 -2.423674031214971 0.6769864483148635 -0.6510065280679684 -0.009837821134422097 -0.18548414727461204
12.684898297227106 18.092117997814785 13800.0 10702.254216597097 -30.958148420740706 -23.17050099102219 18h36m35.6448s -66d04m51.3264s 0.7206972639342041 0.21225521158806349 -0.577145054999187 0.3758402012637016 1.1597600254343474 -0.09106723905738516 -1.1275830914018683 0.6949673929377514 -0.6763811733266132 -0.013014867010941686 -0.1591188199198844
# 2603.8413497864426 2601.654944045841 13800.0 11192.674821402632 107.03821455508174 24.85362045968981 -691.7078750206903 2257.0891898033333 1093.4793334971912 -0.07131536588910471 0.29414186816174087 0.5550473705123858 -0.32843531829899153 -1.2544327427401887 -0.3530337932461967 1.0693244871935055 0.4554258154072315 -0.1428941424465081 0.9568821503334614
 
