# Present_dist_to_MW[kpc] Present_dist_to_Sun[kpc] Time[Myr] Init_Time[Myr] Gal_long[deg] Gal_lat[deg] x[kpc] y[kpc] z[kpc] vx[kpc/Myr] vy[kpc/Myr] vz[kpc/Myr] Init_x[kpc] Init_y[kpc] Init_z[kpc] Init_vel_mag[kpc/Myr] Init_vx[kpc/Myr] Init_vy[kpc/Myr] Init_vz[kpc/Myr]
46.92203515087595 51.516878824191544 13800.0 10488.203129552025 -15.197002149776708 -50.322313380177796 31.741663144964576 -8.62223563573025 -39.64987613120595 0.16216147001004255 -0.5490167568495472 0.23362555567383642 0.04771489325353141 3.8929264993607804 1.932057996596874 0.6254492319221567 -0.6043947912038388 0.15606764851995789 0.03919907094734305
45.44499360700306 50.91623478022533 13800.0 10949.108406852743 7.454529733293862 -43.99263361732485 36.32102416967873 4.752432427818925 -35.36467946241922 0.1687320484599361 -0.595792631680949 0.22507366676805265 4.234572274873084 -0.18275111140799222 -1.992731737622061 0.6307779146533214 -0.5518438670738504 -0.0836444463963978 -0.2938583512075359
36.18361771125033 43.23738666500644 13800.0 11421.003735324044 -9.407638676554647 26.001151487887174 38.33845734984428 -6.352141940277457 18.954803782261006 0.145813909468963 -0.7307577069479753 0.1250169110636335 -2.0881579069537897 -0.9141258401805644 1.021768280779883 0.7077603412776269 -0.7020140727795402 -0.0644428366980173 0.06283361443700378
44.28578040271695 46.258349708534865 13800.0 11841.266927616334 -71.03955119975286 -3.0907372044003973 15.008186875149141 -43.68487798219807 -2.4941291382313735 0.3338489747430314 -0.6072461774353385 0.2814183433544407 1.4560124176232858 -0.09129873322808324 -0.1668263859510967 0.7676032439763868 -0.7649563756035693 0.015651811162695935 -0.06173738246678858
48.84557263177524 54.40005811581629 13800.0 10430.168892990829 -12.928363249268315 42.40748595535646 39.149003827936184 -8.986717732112417 36.68733741616805 0.14070582414631522 -0.6431191391401577 0.02227527962903518 5.241169587347088 1.0658178673481111 -0.31264507735072133 0.6044876813903632 -0.5482017565714082 0.24468234598391042 0.07078658494750022
49.27797858676867 48.20190712162801 13800.0 10358.401981070207 94.5567709953485 52.64542479174732 -2.3235266942596606 29.153861480427796 38.31549862187812 0.20552339914926082 -0.5864913350137672 0.07227443376482176 0.9522544536316527 -0.15255716816157278 0.7682785088986314 0.694406858595345 -0.6739872025641495 -0.007700846769874184 0.16698153491639275
47.094725120647574 46.21478311428571 13800.0 10825.8673462667 92.15777550738822 -57.684131409532064 -0.9302074496776488 24.688277995413383 -39.05675129887558 0.200941935984503 -0.5756384313843983 0.181184290719938 -3.573049623508801 -0.805702579694051 1.2444281595790758 0.6404018641105512 -0.6391995308193275 -0.03557093840472485 0.016529237660213848
35.390954755417944 38.838705878522 13800.0 10836.774820335675 -59.41608120558437 2.930629000336561 19.735282000162865 -33.3919258998446 1.985699723441158 0.2840318025611857 -0.46098152447450047 0.28799172041659393 0.4284344535903272 -0.34646489967498095 0.9428027346070712 0.7117672656990318 -0.709223545799781 -0.014787183937320257 0.05827470973815339
37.38941903107593 43.808753026416206 13800.0 11389.212932015069 6.875572013485512 34.24057842285779 35.95547221363906 4.3355369690046235 24.64982715586774 0.1793964566671442 -0.7132246250251122 0.11347283541964029 0.12101185475082574 -0.36603312035350355 0.2993881019014023 0.7413600131315798 -0.7361055151145572 -0.06255784758842722 0.06204720294656095
47.53850209949573 53.20994933560479 13800.0 10547.050203524772 -42.62067852878191 4.729448121764365 39.02137132054858 -35.907990324524306 4.3871994957337135 0.09971062861003124 -0.5180688208830244 0.30937636259708096 0.4654699719649752 -1.1277792452186075 -2.2896444621210676 0.6730140848178494 -0.6357430664243424 -0.09945771122476288 -0.1971975545855304
30.0485708332758 38.01023418365368 13800.0 11688.622432424616 -9.210161506461642 -7.297433251092908 37.21629361295062 -6.034497985477396 -4.828066535800289 0.16922004943215413 -0.7176354659430235 0.2602907832083102 -1.0309236122184875 0.16848544814153799 -0.4445453833652031 0.7530569282327637 -0.7518738690818786 -0.020393711381884897 -0.036939392080600646
40.723618939385176 46.20305178869974 13800.0 11991.234862366227 -43.696548673135055 -6.219551231758204 33.20858994250697 -31.730990910283634 -5.00557334090638 0.24551717555514635 -0.6842660847714712 0.3358256855290293 0.21085162907646254 -1.1138645163528824 0.568359334071937 0.7882612161821407 -0.7828779143946365 -0.09153860868524732 0.008865619550886134
